Review,True,Predicted,Predicted_Label
ok taste ok however artificial taste like gram protein made calcium caseinate digest slowly whey protien isolate pure form protien soy protien isolate bar sugar gram sugar alcohol cause gi distress also lot glycerin second ingredient list high protien content bar filling ill keep looking better tasting bar like quest bar,0,1,Neutral
diabetic review extend bar type diabetic use extend bar please use medicine work ok exercise taste could better,1,1,Neutral
tasty convenient bought product use camping motorcycle trip work great soup base udon soba noodle handful locally purchased foraged veggie also handy keep im traveling california coast end fog bank nutritious cup coffee get home,1,1,Neutral
delicious bought x oz pack threw second bag simply doesnt taste good caramel booty recommended,1,1,Neutral
cheese popcorn would describe popcorn cheese kind grows good flavor cheese,0,0,Negative
dog popcorn made dog go poo ill start saying month old puggle weighs lb bought product store local mall girlfriend thought would great idea one night could enjoy popcorn let dog enjoy well watching good flick let dog engulf half bag seemed love itbr br fast forward ambr br awoken deep sleep simply stench poop feel boxer brief make sure hadnt pooped sleep first time feel around girlfriend make sure didnt poop thank god wasnt case spot dog crate curled corner hiding horrifying mess made first time diarrhea house first time clean something sort smell nearly made vomit even next day thinking smell made gagbr br vow never let dog eat doggie popcorn result human equivalent eating sketchy mexican food,0,0,Negative
dark chocolate really try flavor immediately discovered local grocery store love dark chocolatebr br product taste fine make mistake dark chocolate coating regular chocolate still fine regular chocolate lover sweet actually see dark chocolate color light brown,1,0,Negative
good syrupbut tried da vinci admiti thought syrup great used every daythen tried da vinci dolce de lecheand incredible never tasted anything like iti use primarily flavoring coffeefirst offi use squirt caramel get flavorbut one small squirt da vinci heaventhis syrup goodbut trying da vinci dolce de lechei know difference good syrup great syrup,2,2,Positive
gift received similac product christmas gift nephew wife received christmas evebr great job thanks,1,1,Neutral
currying favor fourth attempt post review assume mentioned country person something ill keep simplebr like curry curry country ethnic group mentionedbr br curry br br exact recipe call beef prefer chicken go itbr cook meat whichever choose shallow fry wok flash fry cooked rare ok beef obviously pork chicken cook thoroughlybr second stage mix paste spice fluid cook simmeredbr finally add meat simmer taste could mean minute hour know make curry prefer slow cooked soft meat plenty time absorb spice longer better youre hurry thats fine wont fully flavoredbr br tastebr well thats subjective personal found hot spicy white pepper way top heavy cumin flavor uncommon part worldbr guess disappointed used one mix three pound meat pound suggested still pretty fiery,0,0,Negative
impressed enjoy good hearty coffee found blend nothing special anything might find supermarket given day really wanted enjoy,2,2,Positive
jcwe recently purchased green mountain decaf french vanilla kcups amazon price good coffee excellent need definetly contact amazon service great price quality coffee outstanding didnt wait long coffee arrive either everything great,2,2,Positive
yummy healthy lab love theseshe think theyre treat use lunchtime snack addition daily brushing,1,1,Neutral
sencha kyoto cherry rose sept delightfully light flowery tea productthe amazing thing tea bitter taste herbal tea seem looked around tea house popping around town version bitter taste glad one avid tea drinker nevertheless tea come high recommendation trying get green tea diet,2,2,Positive
bleh x well ordered item based one review star fact ordered little gem taste like cheaper version starbucks syrup im stuck coconutflavored syrup,2,2,Positive
pretty good cocoa make pretty good cocoa lot easier stovetop sweet would prefer need stirred keep suspension guess add marshmallow,0,0,Negative
original picture make think original chocolate twizzlers actually new disgusting recipe real hershey chocolate dont fooled picture,1,1,Neutral
best olive oil ive bought listening public radio one day awhile back ago topic olive oil learned alot program really wasnt something gave much thought mybr br better half never liked extra virgin olive oil rancid flavor ala cheap olive oil walmart brand since ive tried several different brand love lucini lucini garlic infused combined baked potato world bariani really tasty ive fried mixed dip flavorful mefrom gather oil somewhat made oldworld way fancy process frill real stuff show flavor sight complaint order recieved bottle frozen solid luckily glass didnt crack live wi nov faulted knowone dont afraid try different brand eventually give creta brand greece trygive bariani shot good,0,1,Neutral
clean act tea purchase included order butter cooky shipped exp date shipped znd reeked coffee even opening plastic seal twings tea always good would never order thru particular comany nice day,0,0,Negative
expensive investigating buy new jersey found price exorbitant paying pietro rico walmart paying two dollar cent cartoon would dollar cent difference know rate item mean product good great,0,2,Positive
best tortilla chip ever eaten cant say enough good thing plockys chip purchased flavor black bean flavor hrefhttpwwwamazoncomgpproductbgwkogplockys tortilla chip black bean n rice ounce bag pack love taste better well known brand satisfying never eaten tortilla chip didnt make feel guilty afterwards plockysi always eat less feel satisfied actually prefer eaten themselvesno dipsand keep bag desk work even lunch time grab something bring work share friend love fan plockys chip continue purchase amazon,0,0,Negative
kitty garden edible grass planter great idea well made box perfectbr br originally started looking grass seed kitty since love munch everything mention always move flower cant reach safety plant saw thought cutest box ever saw remembered wasnt rather cat felt box alone worth price ordered itbr br opened package highly surprised real planter felt cheap like thing buy partially already quality saw handwriting printed know look great oat wheat rye barley written across top kitty garden itbr br planter consists wood box course open plastic container catching water plastic container four section hold seed seed drain wood stay nice everyones happy winsbr br soil confused first idea wrapped soil netting remove netting place soil pod single container fill ounce warm water wait ten minute soil absorb water remove teaspoon soil container keep seperated place seed spot soil removed cover dont forget remove open container empty drained water soil soakingbr br planted seed two day ago already see sprout expect ready next week basically mentioned box worth buy cant really comment seed since mine growing others problem however always buy seed small bag soil know trustworthy plant awesome box,2,2,Positive
good weight reduction use honey tea hoping reduce carbs actually opposite honey agave carbs per tablespoon use twice much get sweetness,1,2,Positive
bad best nephew raised vegan wasnt im gon na lie even thirty year vegetarian living still hankering burger breakfast plate sausage eggsbr br ive enough experience sort craving know simply gritting teeth wishing better person sooner later going result disgusting visit mcdonalds two month regretbr br instead breaking bend tofu scrambler one crutch truly healthy product much healthier alternativebr br favorite brand scrambler isnt bad properly prepared strongly recommend mix scrambler tofu least hour trying cook result much better also recommend firmest tofu lay hand manipulating tofu frying pan likely result nothing indistinguishable paste otherwise also dont fiddle much lay stuff generous skillet hot oil let cook minute think carefully flip overcook plate dont mess much fall apart,0,1,Neutral
sweet enough cost effective sweetener take much job believe truvia combination erythritol stevia extract much likable cost less use didnt mind taste others glad bought one pound,0,1,Neutral
dog love dont got medium size puppy rescue place needed something keep busy loved thing first dog loved lasted quite pup started getting bigger didnt last long even though cheaper alot bully stick costing fortune also came realize thing tend give dog run quit buying,0,0,Negative
great change love rice chinese food store bought one rice cooker look like silver spitoon grass funnel shaped basket top type rice flavor texture totally different steam instead boiling find using new rice cooker wonderful grain type flaver added soak rice day hour using boiling waterand dump grass basket lid one pan plop onto top let steam minute stick together without overcooked like rolling bite size ball dip soup sauce pop mouthbr love glad finaly found place buy,1,1,Neutral
tagalong blindfold someone may able tell difference cookie girl scout tagalong guess deathly seriously cooky youll notice small difference dont know oreo cream stuffing big deal like chocolate peanut butter youll like,1,1,Neutral
pay attention title photo cheese shredded taste like powdery grated cheese topping italian food disappointed photo description match expected get saw didnt notice difference label title shame noticing conflict info ordered product average taste texture star amazon customer service great regarding refund star photo still wrong wise discrepancybr br update photo updated correct,1,1,Neutral
great coffee timothy best coffee ever smooth tastenot weak strong right flavor continue purchase blend coffee also want try blend cant go wrong timothy coffee,1,1,Neutral
favorite grit almost every morning breakfast using regular grit sometimes add shredded cheese garlic salt butter pepper finely chopped spam bacon different flavor dont bother addons,0,0,Negative
missing cup package ordered year old mother already opened cup missing happened hot chocolate cup missing decaf order cup missingbr br probably order group,0,0,Negative
even close love cereal muffin sweet enough mebr expecting much better taste buy,1,1,Neutral
donot order summer good snack donot order summer product degrades exposed heat shipping,2,2,Positive
good machine ive changed opinion keurig system first exposed keurigmade coffee luxury hotel ran amazon bought b since purchased dozen keurigs friend family tempered enthusiasm dont hold time dont expect thing last forever people given keurig get two year use pump fail replaced b breville recently passed awaybr br let calculate much money spent easy way make cup coffee purchased unit overall pleased doesnt bell whistle kcup coffee maker got enough feature need however miss clock one thing really nice drain feature something missing keurigs allows one drain unit water deep inside machine preparing transport storagebr br one real feature caused buy model others take prove durability designed office use b supposed durable pump admit skeptical see update review periodicallybr br update used machine several time day every day since wrote review still performing fine far good,2,2,Positive
innova evo help cat healthy lost first cat stomach cancer year old adopted two new cat lot research nutrition found grocery store brand dry food fed first cat full unnecessary carbs filler like corn wheat cat dont need carbs diet wild would eating live prey prey stomach content would grain cat would get keeping mind became avid label reader feed cat innova evo similar quality food day plus cup innova evo dry kibble time local resource feed raw diet would innova evo combination super premium food occasional treat raw chicken meat bone organ give guy super shiny coat lot energy litter box also stinky since absorb many nutrient two healthy oneyearold cat look forward meal time dont health problem wellbehaved dont shed much,1,1,Neutral
hot tssssss like snack pumpkin seed pack lot nutrient never big fan taste doesnt matter bit seed spice notice pumpkin seed hot pretty darn hot make run glass water hot enough youll want long drink youre done bag arent huge forever supply go per week eating recommended serving size pretty much daily good product good price organic boot,0,0,Negative
yuck two time filling fig newton make gooey stick together purchased barbaras product liked would buy blueberry bar taste awful,1,1,Neutral
box came fine bag torn rice everywhere looked though someone torn open corner use seam along thread soiled,0,0,Negative
beware terrible taste possible side effect buy risk ive good luck tea sold amazon example good earth triple leaf brand product contains four different type tea specifically formulated combat snifflesbr br breathe deep taste like jasmine incense though licorice root eucalyptus leaf top ingredient unpleasant lingering aftertastebr br cold season powerful smell taste aftertaste ginger root licorice root top two ingredientsbr br throat comfort licorice root fennel seed top ingredient really taste fennel soothing throat gave stomach upset headachebr br echinacea immune support peppermint leaf lemongrass top two ingredient note peppermint recommended gerd echinacea root third ingredient taste top two ingredient unpleasant tea odd aftertastebr br pattern licorice root prominent tea formulationsbr br buy risk returned amazon grocery policy though amazon kindly refund money complaining yoga customer satisfaction statement box dont know company would handle customer dissatisfaction,0,0,Negative
better grocery store coffee im disappointed purchase coffee distinctive notable flavor could purchased shelf local grocery store definitely purchase,0,0,Negative
bad cheese cheese old hard tried slice broke chunk bought lb wass great wont buy,0,1,Neutral
hair look feel great applied coconut oil hair scalp covered shower cap overnight washed hair morning ratio baking soda water followed ratio organic apple cider vinegar water hair still felt little oily washed shampoo followed conditioner bottom portion hair hair look feel wonderful primary reason using product get rid dandruff hair oily get oily dandruff could wash hair see dandruff hair driesbr researching decided regimen plan weekly scalp also feel clean oily sign dandruff read antifungal antibacterial property coconut oil dandruff well conditioning hydrating effect baking soda solution clean build commercial shampoo conditioner add hair apple cider vinegar also help dandruff condition hair hair long coarse thick treatment hair feel light soft less frizzy look shiny black happy result running finger hair day however try virgin coconut oil next time curious effective refined,0,0,Negative
chewy little flavorless easy young child multiple food allergy side pizza shell make pizza downside theyre bit chewy dont best flavor didnt expect much since theyre glutendairyeggyeast free pleasantly surprised careful overcook get really crispy,0,0,Negative
better taster choice based review coffee others said nestle brand instant coffee made european market far better instant made u market purchased jar expensive coffee result tasted like ordinary instant coffee better wasted lot money stuff mine labelled foreign language recognized word ankora turkey label advice dont waste money,1,1,Neutral
warningopen flamecontents hot warning may need burn stove cooking pasta way go buying pasta great price dont go store wait line waste gas great pasta taste great buy enjoy food,2,1,Neutral
coca tea ordered tea find coca tea sure dont waste time want coca tea find another seller,1,1,Neutral
starbucks pumpkin spice replacement quick note looking make pumpkin spice latte home feed starbucks psl addiction cure since cant buy original syrup searched deciding looked like good option ordered two bottle mistake arrived cold march morning fired capresso wham dump cup badbr br fairness people may find flavoring good id bet anything none people one discovered psls starbucks two bottle go recycling learned lesson could psls starbucks ouch,2,1,Neutral
bstn bought based positive reviewswow either got bad batch everyone reviewing different lavender extract worst tasting extract ever tasted disapointed doesnt even smell good exceited make lavender yogurt well ended tossing yogurt waste money would cautious buying taste like lavender really awfulwasted money almost jealous reviewer seem somehow got good lavender extract whereas mine trash,1,1,Neutral
great keeping go zipfizz taste good keep moving day zipfizz loaded energy great lack required rest night,1,1,Neutral
fruit basket exactly pictured described great fruit basket look nice enough exactly described herebr br according inventory actual product label basket containsbr br date apricot preserved sulphur dioxide prune preserved potassium sorbate pineapple processed cane sugar citric acid preserved sulphur dioxide coconut date roll date almond coconut cherry processed corn syrup high fructose corn syrup water citric acid natural artificial flavor preserved potassium sorbate sodium benzoate sulphur dioxide artificial color fdc red br br basket containbr br apple fig pear peachesbr br listed included amazon product descriptionbr br also amazon description say made assorted dried fruit fertile california valley generous large basket provides two pound ounce sweet healthy delicious dried fruit fertile california valley according actual product label product contains fruit philippine thailand turkey usa order wouldnt even purchased knew least china isnt listedbr br additionally fruit isnt great instance dried apricot moist tough dry date moist bone dry cherry basically maraschino cherry without jar imo dont really belong prune pretty good dried pineapple okay coconut covered date also good six thosebr br also really healthy consume preservative arent mentioned description sulphur dioxide potassium sorbate sodium benzoate im even going get problem colored fructose soaked cherry hullsbr br spent assorted dried fruit made basket could probably make four five basket fruit better quality basket bad wasnt worth say topsbr br please see photo actual item label see,1,1,Neutral
ok impressed went got orville one store like better,2,2,Positive
sugar big sugar consumer serve month use bake cooky kid packaging adequate shipment fast quality product consistent grocery shop purchase,2,2,Positive
take sharp object defend self unlike people prefer weak coffee milder roast burnt stuff coffee house make requires many accoutrement mask like cream sugar artificial flavor therefore purposely tried columbianbr br work place poorly serviced coffee dispensing machine fun never know come daytoday basis time coin back people illicit electric coffee pot others use french press still others sneak real thingbr br discovered columbian via defend cup nose circle cup know direction pack however ritual clean cup fill rds filtered water second microwave shake content bottom pack rip whole top pack teeth pour pack coup watch sizzle stir second add tad ice hope make back desk cup emptiesbr br never fan reconstituted coffee however think addition microground coffee add edge necessarybr br event owe try,2,0,Negative
mildly carbonated taste apple cherry like apple juice probably like switch black cherry soda since predominant flavor apple look ingredient reflects contains four juice apple grape acerola cherry since ingredient must listed descending order make sense drink taste like apple cherry inclusion acerola juice good health standpoint since high vitamin c one stuff contains usrda vitamin c apart isnt particularly healthy drink since derives calorie sugar certainly better high fructose corn sweetener produced soda still calorie rich anyone who concerned hisher weight would better eat whole fruit instead drinking fruit juice sugarhfcs sweetened sodasbr br ill confess im huge soda drinker big juice drinker might coloring perception beverage still found disappointing flavor basically weak apple juice carbonation extremely mildbr br addition br br looked review product perplexed people find beverage strong cherry flavor others like barely taste cherry understand different people rating level sweetness differently variance perception fruit flavor wondering whether manufacturer shipped product using one formula,1,1,Neutral
fast food dog chef michael grilled sirloin dog food like mcdonalds dog stuff look tasty smell great apparently must taste really good papillon practically swallow stuff whole without chewing healthy really read ingredient list read user review youll see dog food really healthy great deal considering much dog need eat comparison high quality brand get fullbr br judging dog food based favor reaction dog would winner love suck stuff however judging parental side probably wouldnt give eat often based nutritional value,2,2,Positive
soso made mix cornmuffins ok muffin pretty flavorless option either use oil melted butter fat used oilmaybe using melted butter would different texture bad flavor lacking,1,1,Neutral
ok dont waste money couldnt wait get coffee expensive wanted treat bestbr however dissappointed never buy thought bitter better bland coffee purchased save money,1,1,Neutral
cat cant stand food ive tried cat last several year one one absolutely dont want eat finally eat tends come back others definitely dont buy really like newman canned food though,2,2,Positive
really good package first seem small opened one package lot pizza stick like pizza flavored stuff anything ive tried pizza flavored husband mom also enjoyed much,2,1,Neutral
safe scdgaps brm gluten free item still contain sort gluten cross contamination started scdgaps deal lingering health problem caused eating regular gf diet celiacs bought different brand almond flour one made specifically scd brm used brand started using brm guess symptom celiac started coming back internet search find many celiacs react badly brm almond flour many brm gf item scd stopped using brm gf baking product always got gluten sick never use another gf flour brm food safety strict enough get prompt refund brm spent lb box almond flour though,1,1,Neutral
okay first introduced yoga studioof course everyones gona love sweat salt outi bought whole food trader joes selling themi suggest buy large carton unless gona drink whole thing one day share itit doesnt last well open try drink next daybr br okay bad besti give c,0,1,Neutral
yummy always fan raisin bran nice see new twist product really liked though bit sweet side raisin provide enough sweetener opinion cinnamon almond nice touch break monotony regular raisin bran noticed cereal box gotten skinnier lately exception get seven cup serving seems little pricey hopefully theyll generic brand soon still recommend least give try different,1,0,Negative
make good iced coffee whatever reason ive always trouble making good iced coffee even chill first fridge adding ice maybe coffeebr br take guesswork use pint glass like youd use beer pack ice brew oz size usually add couple ice cube take big drink make room creme sugar couldnt easier taste like youd expect iced coffee taste like know kind thing youd pay buck trendy coffee spot cornerbr br downside price compared standard kcups know kcups contain coffee honestly dont think significant extra expense manufacturer usual kcups insanely cheaper going corner spot get coffee noticeably expensive brewing ground coffee case bit expensive usual,0,0,Negative
newman lamb barley treat dog love newman chicken peanut butter treat didnt care treat inch square difficult break two felt big solid give dog several attempt entice treat happy response tossed stick newman treat,0,0,Negative
pretty bland underwhelmed product chocolatey enough filling bland entire finished result sort bland ate two threw rest away principle wasnt delicious enough waste calorie dont expect taste like hostess filled cupcake really doesnt child probably like novelty sure cool minute like state instruction theyll burn little tongue,0,0,Negative
fast delivery got exaclty asked fast used pamelas product much expensive buying health food storebuying bulk better way wallet plus middle baking realize im lowthere another bag cabinet gluten free mix easy use many recipies website,1,2,Positive
work great snuff seattle mole tried black box based input friend golf course greenskeeper us great success eliminate mole golf course remove surface dirt mole mound dig dirt hand shovel locate tunnel locate tunnel hole side hole dug dig enough dirt able put black box back back hole dug sure black box opening even tunnel floor right mole tunnel hole side hole dug set trap similar setting mouse trap put soil loosely set trap keep light dont pack soil little bugger move tunnel zap got instruction use box also,2,1,Neutral
totally expected still tasty ive fan dried ginger crystallized sugar year thought would give brand try youre ginger lover probably like product however like ginger dehydrated sliced smaller piece fairness say chunk description product true ginger come bite sized chunk chewy kind gummy,0,1,Neutral
assortment doesnt match description receivedbr br hazelnut gloria jean green mountainbr caramel vanilla creambr french vanilla gloria jean green mountainbr butter toffeebr spicy eggnog season februarybr donut house cinnamon rollbr wild mountain blueberrybr kahluabr golden french toastbr br terrible assortment expecting get wide variety flavor dont see everywhere look elsewherethis pack wanted french vanilla would bought box,0,0,Negative
pumpkiny spice tasting like coffee definitely need sweetner give umpfbr taste pumpkin nutmeg spice one,2,2,Positive
love love chip looking healthier option found yummy lot less calorie fat regular chip would recommend anyone liking snack want eat little healthier,1,1,Neutral
cant beat price love cooky stopped putting shelf local grocer went amazon around pack grocery storeso definitely steal fresh,1,1,Neutral
sell product condition already given review ion productbr product horrible quality cheri liquor filling completely dry wonder old wasbr never order form place store sell fresh good quality food would never sent box,1,1,Neutral
terrible excuse cookie go dark choc choc chunk already tried dark chocolate chocolate chunk thought thank heaven pamela would able survive gf there slight sugar grain bite tasty nice crunch artificial beany flour flavor even took baby shower share gf cousin completely lovebr tried absolutely shocked awful chunky chocolate chip cooky tasteless lovely texture youve come know love make cooky living would close door rather put name ive inspired start working gf cookie recipe soon christmas rush overbr far good review youve gf long time think chip ahoy great cooky might like fine otherwise go double chocolate onesbr hrefhttpwwwamazoncomgpproductbdzhupamelas product organic dark chocolate chocolate chunk cooky ounce box pack,2,1,Neutral
great product keep cat house plant heard cat grass good keep cat houseplant become problem also heard good digestion help hairball seen outdoor cat eating grass know natural want occasionbr gave product try sprouted day first cat werent sure eating snipped top scissors put dry food dish also around vita green bowl caught quickly time three indoor cat nibbling cat grass since nearly entirely stopped eating houseplant definitely buy,0,1,Neutral
clear jel product refined cornstarch im sure difference regular cornstarch refined cornstarch compared bothi couldnt tell difference clear jel cornstarch pie filling purchased canning pie filling believing better believe continue using store bought constarch avoid hazzle purchasing online avoid high shipping cost,1,1,Neutral
really like ginger opened first box gold kili ginger brewing bag took sniff wow strong scent ginger told treat unsweetened brewing bag make fabulous ginger tea whatever else want add kick ginger like best ginger there lingering afterburn may repeat later burpbr br excellent product ginger lover,2,1,Neutral
hesitant try getting product throught subscribe save program cancelled due bad batch popcorn tasted stale would burn one small spot ruin whole bag sure storage problem quality controlbr amazon great crediting account bad batch hesitant try,0,0,Negative
cost per oz incorrect advertisement claim cost per oz per bottle bottle would oz size actual bottle oz oza hrefhttpwwwamazoncomgpproductbusrthciron chef chinese orange sauce glaze gingera,1,0,Negative
easy look isnt easy look doesnt came enough yellow frosting frosting doesnt stick well year old like making though,0,0,Negative
israeli couscous roland original israeli couscous previously ordered size piece toasted pasta half size real original instead pearl pasta closer standard couscous disappointed aspect purchase look another manufacturer,2,0,Negative
taste great close expired expiration date taste great good flavor consistency thinner regular ranch disappointed expiration date package stamped date month received know still okay date freshness would nice least six month use bought lunch even putting one lunch time month would take month use,0,0,Negative
taste great always go sometimes mean besides kid snack need grab something make bad decision head fast food joint lover quaker product figured give cookie bar try love blueberry fact cookie bar calorie made extra plusbr br bit bar immediately thought yummy realized assumed would soft outside crisp crunchy like personally would liked better softbr br blueberry taste great crisp crunch oat top filing isnt messy make perfect snack go napkin necessary eat away even crunch limited crumb much better bag chipsbr br family review agreement great go snack breakfast lunch snack,0,0,Negative
variable strength pod pod flavor varied pod pod cup made fine weak barely dark colored hot water,2,0,Negative
dont waste time slight taste chicken overall dry bland tasting maybe gyro meat one may ok understandibly im little apprehensive point meantime ill see cat eat chicke one albeit expensive cat food,0,1,Neutral
good solution get travel lot purchased tea couldnt find rishi brand month ago rishi brand come loose tea also thought tea bag would easier traveling tea strainer taste ok definitely recommend rishi better dont like loose tea good option case really glad find happy happy morning decaf earl whatever brand,0,0,Negative
awesome candy best candy everit taste jusy like cola fizzy like old school fizz candy well worth price company super fast shipping normally get day,1,1,Neutral
low quality chocolate seemed like really good deal love lindor store near assorted kind wanted sister birthday party got amazon found cheap price free shipping wow ordered somebr br first came opened one immediately got suspicious looked melted soft read review people got melted one ordered mine april cold april temperature hadnt degree hasnt hot enough melt ive chocolate melt harden back look little glossy sometimes white surface usually denser lightersoftergreasier ive never seen tasted melted chocolate like thisbr br second tasted well cheap still milk chocolate variety tasted bite one bite big difference also chocolate center amazon one low nearly much store bought onebr br third stuck fridge thinking would stiffen hoping offcheap taste softness somehow melted though even doubt theyve fridge two day opened one morning still soft cheap tasting one also one poke hole one side plug fallen plug big light colored soft seems obvious qulity chocolate process poked hole side plugged regular lindor method compared one store bought one looked nothing like storebought one look terriblebr br chocolate expert cant say sure melted look altered taste cheap oily greasy like cut much cheaper chocolate dont know packaging wrapper would lindor chocolate isnt thats looked tasted different melting change density texture taste cholocate maybe experience like thisbr br beyond suspicious nervous ate dont know dont look taste real make sick stomach think might altered cut fakedbr br disappointed sticking expensive store bought sister friend going deal plain old one flavor bowl fullbr br really hope im wrong buyer beware look funny feel soft fishy looking poke holesplugs think twice eat want mine went garbage,1,1,Neutral
flavor disgusting love tea im chocoholic love hazelnut coffee hated flavor reminds pharmacy first attempt year ago flavor medicinehas wonderful smell weird almost disgusting aftertaste actually made bit sick stomach ill stick vanilla chaivery tasty,0,0,Negative
special nice nice taste fast shipping eaten without heated also good best school work consider next time wan na buy snack,2,1,Neutral
good product stuck horrible box render difficult best even use agree reviewsgreat productbr br product packaged box useless wont ever buy parchment supposed ripped along side box know box jagged edge nothing seriously expect rip parchment along bare edge flimsy cardboard box holding never worksive friend family take shot far one able get straight tearbr br get sure scissors nearby,1,1,Neutral
buy anyone ozbo careful ordering ozbo shipped outdated inedible riesen passed friend cohort without knowing condition people got back information regarding product white discoloration sticking inside foil hardness candy ozbo refused replace product couldnt collect given candy guess ozbo would open separate riesen candy inspect rewrap package back bag get real ozbo hope review helpful,0,1,Neutral
love em say dog love em yr old golden work great breath definitely bit pricey think worth get rid hot stank dog mouth,0,1,Neutral
horrible stuff polar opposite sleepytime tea one cup last night laid bed didnt fall asleep till well midnight kept waking every minute worst sleep gotten entire life im going back sleepytime tea least stuff work,2,1,Neutral
price per ounce calculation misleading incorrect sure price per ounce calculation work seems incorrect trying find inexpensive honey currently say cent per oz product ounce product instead product counting shipping closer ounce,0,1,Neutral
shatner item item contain ozzie possum character hedge movie ordered several finally someone check stock none product contains shatner character thanks alice,0,0,Negative
catnip several attempt engage aged cat catnip finally filled old nylon stocking smell intensely quite content love watch doze slowly eye close head drop lip may may part tongue may may protrude always head drop chin sits stocking filled catnip think may equally entertaining mebr br side note recent year still many part world people drunk catnip tea usually afternoon relaxing quality member mint family quite safe also used mint would used food,2,2,Positive
fan cocoa taste would consider strong coffee also strong smell taste cocoa would even say similar flavored coffee cocoa chocolate flavored tried past regular blend coffee recommend coffee,0,0,Negative
review singleservecoffeecom one caught u surprise dont know pod maker flavor really good love way smell way taste fact plain different pod people ignoring flavored sector extent nice cup really flavored coffee meaning richflavored cup coffee hard come one good singleservecoffeecom,2,1,Neutral
life hot name enjoy hot salsa hot sauce hot pepper salsa found anything level heat local grocery store average person probably hot looking item likely average person youll enjoy heat level fine,0,1,Neutral
something new salty cut equal amount water surprised still plenty flavor,1,0,Negative
wish could give ten star customer service orginal order got lost mail yes really wrote seller immedialty sent another order cost sent express mail excellent customer service dont see anymorebr mexican vanilla bean high quality taste great power punch vanilla used alton brown serious vanilla ice cream best ever,2,2,Positive
watermelon goodbut good one get fleamarket san josethe one chili salt better,2,2,Positive
delicious curry poor quality paneer started fall love india food mother surprised purchasing pack mtr paneer tikka masala chicken tikka masala happens favorite seemed like paneer going treat case however package premade curry good personally would order also found packaging product misleadingbr br start well go positive package paneer tikka masala contained ample amount gravy paneer term flavor gravy delicious spice went well basmati rice brown rice despite serving rating found package made comfortable serving would satisfy hungry appetite overall would say best part product gravy deliciousbr br however problem warn package list mild spice like mediumhot spice enjoy spicy food didnt bother book clearly isnt even close mild spice gravy portion absolutely delicious paneer subpar best tasted fairly flavorless chewy even close restaurant quality fact tasted almost like heavily processed flavorlesscheese another problem well tikka look like tikka masala doesnt taste like heavy onion flavor rather smokey tomato flavor probably call spicy onion gravy package mild call spicy onion product doesnt even come close box box show authentic white paneer tikka masala gravy package really contain greyishcubes pas paneer onion soup colored gravy misleading even ballpark tikka masalabr br know im harsh product little misleading really isnt tikka masala like used spicy onion curry w low grade paneer despite oddity gravy still outstanding almost addictive id say price get delicious meal package take minute make still would recommend purchase would personally buy really good understand instead smokey tomatoonion gravy actually end spicy onion gravy like spicy food would avoid however big fan indian curry dont mind spice cant go wrong dont expect much paneer much tikka flavorbr br packet make serving found really made like comfortable portionsbr calorie per serving totalbr fat g g totalbr cholesterol mg mg totalbr sodium mg mg totalbr carbs g g totalbr fiber g g total sugar g g totalbr protein g g total br vitamin per serving c per serving calcium per serving iron per serving,2,1,Neutral
doesnt taste good thought originally thought starbucks coffee taste good one sell store good coffee doesnt taste strong coffee like blue mtn hawaii coffee overall pay get paid discounted price got lesser quality product,2,2,Positive
quick easy stuffing taste love stuffing product work boil water add margarine water remove heat stir mix cover pot wait minutesbr br essentially impossible screw thing upbr br taste well decent harsh note bit bland certainly equal home made would expect minute productbr br recommended time ease preparation paramount opinion true star product say good great,1,1,Neutral
wow expensive coffee far best kona coffee ive use purchase trader joes kona coffee last several month havent ive unable locate kona thought id try amazon saw although price staggering coffee amazing smooth great taste drink hot cold pound make lot coffee didnt figure price per cup still think worth purchase,1,1,Neutral
one best ive drinking bigelows organic decaf green tea exclusively year consider one best price,2,2,Positive
worth money dissapointed much actually basket small listed exactly im hoping future went bought additional chocolate add since wanted present nicer gone bought stuff separately saved lot money live learn guess,1,1,Neutral
health benefit dont buy taste im big fan snack bar often eat work im facing late afternoon hunger tried fruition strawberry bar mixed feeling itbr br prosbr texture reminds fig newton texture crumbly wont make mess big bonus snack go also isnt gooey stickybr two serving fruit bar since people get full allotment fruit day definitely helpsbr four gram fiber huge amount people dont hit fiber target given daybr contains lot organic ingredient vegan people may care important othersbr br consbr high pricebr high sugar gramsbr strawberry flavor strong low list ingredient primary ingredient datesbr br mixed feelingsbr taste greatest tasting thing bad either dont picture ever craving one vegan sisterinlaw tried one thought disgustingbr calorie contains high low depending alternative healthier eating vending machine candy bar course also higher eating actual fruit fiber one bar around calorie,0,0,Negative
tasty tasty way much sodium good people low sodium diet,0,0,Negative
shelf life much shorter buying local store everything fine far price convenient free delivery dented can product taste good issue stock new get store shelf life can bought two month ago local grocery store expire nine month one bought amazon last weekbr store food need optimum shelf life better going local grocery store fresher product,1,0,Negative
great flavor cleaner ground coffee would rather spend time effort better flavor pod individually sealed easy use flavor great,2,2,Positive
okay previous experience honeybush tea stash brand im far expert taste didnt like taste one nearly much really strong spiciness found little overbearing compared lighter sweeter taste brand packaging box containing ziplock bag small tea bagsno string wont reordering brand,2,2,Positive
good body use cereal breakfast mixture reduces cholesterol cleanses colon help give energy also sweeten stevia store got plenty amazon,1,1,Neutral
