Input_Text,True_Label,Predicted_Label,Aspect,Review
"i [SEP] I recently bought <a href=""http://www.amazon.com/gp/product/B0016MHL6W"">Wonka Laffy Taffy Stretchy & Tangy Variety Box, 24-Count, 1.5-Ounce Boxes</a> from Sam's Club and LOVED it. I love the cherry the most, so when I saw this item--ALL CHERRY!--I was excited. The picture on the container didn't say Stretchy & Tangy but the Product Features did...so I thought I was set. Except it's not the Stretchy & Tangy variety...it's just the plain cherry which tastes completely different and was NOT what I was expecting. I'm keeping it since I still like the taffy (and so does my husband) but it's not what I wanted.",1,0,i,"I recently bought <a href=""http://www.amazon.com/gp/product/B0016MHL6W"">Wonka Laffy Taffy Stretchy & Tangy Variety Box, 24-Count, 1.5-Ounce Boxes</a> from Sam's Club and LOVED it. I love the cherry the most, so when I saw this item--ALL CHERRY!--I was excited. The picture on the container didn't say Stretchy & Tangy but the Product Features did...so I thought I was set. Except it's not the Stretchy & Tangy variety...it's just the plain cherry which tastes completely different and was NOT what I was expecting. I'm keeping it since I still like the taffy (and so does my husband) but it's not what I wanted."
"it [SEP] I recently bought <a href=""http://www.amazon.com/gp/product/B0016MHL6W"">Wonka Laffy Taffy Stretchy & Tangy Variety Box, 24-Count, 1.5-Ounce Boxes</a> from Sam's Club and LOVED it. I love the cherry the most, so when I saw this item--ALL CHERRY!--I was excited. The picture on the container didn't say Stretchy & Tangy but the Product Features did...so I thought I was set. Except it's not the Stretchy & Tangy variety...it's just the plain cherry which tastes completely different and was NOT what I was expecting. I'm keeping it since I still like the taffy (and so does my husband) but it's not what I wanted.",1,0,it,"I recently bought <a href=""http://www.amazon.com/gp/product/B0016MHL6W"">Wonka Laffy Taffy Stretchy & Tangy Variety Box, 24-Count, 1.5-Ounce Boxes</a> from Sam's Club and LOVED it. I love the cherry the most, so when I saw this item--ALL CHERRY!--I was excited. The picture on the container didn't say Stretchy & Tangy but the Product Features did...so I thought I was set. Except it's not the Stretchy & Tangy variety...it's just the plain cherry which tastes completely different and was NOT what I was expecting. I'm keeping it since I still like the taffy (and so does my husband) but it's not what I wanted."
"i [SEP] I recently bought <a href=""http://www.amazon.com/gp/product/B0016MHL6W"">Wonka Laffy Taffy Stretchy & Tangy Variety Box, 24-Count, 1.5-Ounce Boxes</a> from Sam's Club and LOVED it. I love the cherry the most, so when I saw this item--ALL CHERRY!--I was excited. The picture on the container didn't say Stretchy & Tangy but the Product Features did...so I thought I was set. Except it's not the Stretchy & Tangy variety...it's just the plain cherry which tastes completely different and was NOT what I was expecting. I'm keeping it since I still like the taffy (and so does my husband) but it's not what I wanted.",1,0,i,"I recently bought <a href=""http://www.amazon.com/gp/product/B0016MHL6W"">Wonka Laffy Taffy Stretchy & Tangy Variety Box, 24-Count, 1.5-Ounce Boxes</a> from Sam's Club and LOVED it. I love the cherry the most, so when I saw this item--ALL CHERRY!--I was excited. The picture on the container didn't say Stretchy & Tangy but the Product Features did...so I thought I was set. Except it's not the Stretchy & Tangy variety...it's just the plain cherry which tastes completely different and was NOT what I was expecting. I'm keeping it since I still like the taffy (and so does my husband) but it's not what I wanted."
"the taffy [SEP] I recently bought <a href=""http://www.amazon.com/gp/product/B0016MHL6W"">Wonka Laffy Taffy Stretchy & Tangy Variety Box, 24-Count, 1.5-Ounce Boxes</a> from Sam's Club and LOVED it. I love the cherry the most, so when I saw this item--ALL CHERRY!--I was excited. The picture on the container didn't say Stretchy & Tangy but the Product Features did...so I thought I was set. Except it's not the Stretchy & Tangy variety...it's just the plain cherry which tastes completely different and was NOT what I was expecting. I'm keeping it since I still like the taffy (and so does my husband) but it's not what I wanted.",1,0,the taffy,"I recently bought <a href=""http://www.amazon.com/gp/product/B0016MHL6W"">Wonka Laffy Taffy Stretchy & Tangy Variety Box, 24-Count, 1.5-Ounce Boxes</a> from Sam's Club and LOVED it. I love the cherry the most, so when I saw this item--ALL CHERRY!--I was excited. The picture on the container didn't say Stretchy & Tangy but the Product Features did...so I thought I was set. Except it's not the Stretchy & Tangy variety...it's just the plain cherry which tastes completely different and was NOT what I was expecting. I'm keeping it since I still like the taffy (and so does my husband) but it's not what I wanted."
"my husband [SEP] I recently bought <a href=""http://www.amazon.com/gp/product/B0016MHL6W"">Wonka Laffy Taffy Stretchy & Tangy Variety Box, 24-Count, 1.5-Ounce Boxes</a> from Sam's Club and LOVED it. I love the cherry the most, so when I saw this item--ALL CHERRY!--I was excited. The picture on the container didn't say Stretchy & Tangy but the Product Features did...so I thought I was set. Except it's not the Stretchy & Tangy variety...it's just the plain cherry which tastes completely different and was NOT what I was expecting. I'm keeping it since I still like the taffy (and so does my husband) but it's not what I wanted.",1,0,my husband,"I recently bought <a href=""http://www.amazon.com/gp/product/B0016MHL6W"">Wonka Laffy Taffy Stretchy & Tangy Variety Box, 24-Count, 1.5-Ounce Boxes</a> from Sam's Club and LOVED it. I love the cherry the most, so when I saw this item--ALL CHERRY!--I was excited. The picture on the container didn't say Stretchy & Tangy but the Product Features did...so I thought I was set. Except it's not the Stretchy & Tangy variety...it's just the plain cherry which tastes completely different and was NOT what I was expecting. I'm keeping it since I still like the taffy (and so does my husband) but it's not what I wanted."
"it [SEP] I recently bought <a href=""http://www.amazon.com/gp/product/B0016MHL6W"">Wonka Laffy Taffy Stretchy & Tangy Variety Box, 24-Count, 1.5-Ounce Boxes</a> from Sam's Club and LOVED it. I love the cherry the most, so when I saw this item--ALL CHERRY!--I was excited. The picture on the container didn't say Stretchy & Tangy but the Product Features did...so I thought I was set. Except it's not the Stretchy & Tangy variety...it's just the plain cherry which tastes completely different and was NOT what I was expecting. I'm keeping it since I still like the taffy (and so does my husband) but it's not what I wanted.",1,0,it,"I recently bought <a href=""http://www.amazon.com/gp/product/B0016MHL6W"">Wonka Laffy Taffy Stretchy & Tangy Variety Box, 24-Count, 1.5-Ounce Boxes</a> from Sam's Club and LOVED it. I love the cherry the most, so when I saw this item--ALL CHERRY!--I was excited. The picture on the container didn't say Stretchy & Tangy but the Product Features did...so I thought I was set. Except it's not the Stretchy & Tangy variety...it's just the plain cherry which tastes completely different and was NOT what I was expecting. I'm keeping it since I still like the taffy (and so does my husband) but it's not what I wanted."
"what [SEP] I recently bought <a href=""http://www.amazon.com/gp/product/B0016MHL6W"">Wonka Laffy Taffy Stretchy & Tangy Variety Box, 24-Count, 1.5-Ounce Boxes</a> from Sam's Club and LOVED it. I love the cherry the most, so when I saw this item--ALL CHERRY!--I was excited. The picture on the container didn't say Stretchy & Tangy but the Product Features did...so I thought I was set. Except it's not the Stretchy & Tangy variety...it's just the plain cherry which tastes completely different and was NOT what I was expecting. I'm keeping it since I still like the taffy (and so does my husband) but it's not what I wanted.",1,0,what,"I recently bought <a href=""http://www.amazon.com/gp/product/B0016MHL6W"">Wonka Laffy Taffy Stretchy & Tangy Variety Box, 24-Count, 1.5-Ounce Boxes</a> from Sam's Club and LOVED it. I love the cherry the most, so when I saw this item--ALL CHERRY!--I was excited. The picture on the container didn't say Stretchy & Tangy but the Product Features did...so I thought I was set. Except it's not the Stretchy & Tangy variety...it's just the plain cherry which tastes completely different and was NOT what I was expecting. I'm keeping it since I still like the taffy (and so does my husband) but it's not what I wanted."
"i [SEP] I recently bought <a href=""http://www.amazon.com/gp/product/B0016MHL6W"">Wonka Laffy Taffy Stretchy & Tangy Variety Box, 24-Count, 1.5-Ounce Boxes</a> from Sam's Club and LOVED it. I love the cherry the most, so when I saw this item--ALL CHERRY!--I was excited. The picture on the container didn't say Stretchy & Tangy but the Product Features did...so I thought I was set. Except it's not the Stretchy & Tangy variety...it's just the plain cherry which tastes completely different and was NOT what I was expecting. I'm keeping it since I still like the taffy (and so does my husband) but it's not what I wanted.",1,0,i,"I recently bought <a href=""http://www.amazon.com/gp/product/B0016MHL6W"">Wonka Laffy Taffy Stretchy & Tangy Variety Box, 24-Count, 1.5-Ounce Boxes</a> from Sam's Club and LOVED it. I love the cherry the most, so when I saw this item--ALL CHERRY!--I was excited. The picture on the container didn't say Stretchy & Tangy but the Product Features did...so I thought I was set. Except it's not the Stretchy & Tangy variety...it's just the plain cherry which tastes completely different and was NOT what I was expecting. I'm keeping it since I still like the taffy (and so does my husband) but it's not what I wanted."
"i [SEP] I liked this coffee a lot.  My favorite is Lavazza for espresso/cappucino.  I agree with the lady who said it was smooth, not bitter or acidic.  Just to mention, I found it at $4.99 at Price Rite for an 8.75 oz can. Went back to get more the next day, and it was sold out.",2,0,i,"I liked this coffee a lot.  My favorite is Lavazza for espresso/cappucino.  I agree with the lady who said it was smooth, not bitter or acidic.  Just to mention, I found it at $4.99 at Price Rite for an 8.75 oz can. Went back to get more the next day, and it was sold out."
"this coffee [SEP] I liked this coffee a lot.  My favorite is Lavazza for espresso/cappucino.  I agree with the lady who said it was smooth, not bitter or acidic.  Just to mention, I found it at $4.99 at Price Rite for an 8.75 oz can. Went back to get more the next day, and it was sold out.",2,0,this coffee,"I liked this coffee a lot.  My favorite is Lavazza for espresso/cappucino.  I agree with the lady who said it was smooth, not bitter or acidic.  Just to mention, I found it at $4.99 at Price Rite for an 8.75 oz can. Went back to get more the next day, and it was sold out."
